content,datetime
"I was struggling and problematic these past few days with my main team because I always want to one shot a level 2 Boss and hit hard on sieges, but I can't do it with the team that I built. I kept on experimenting, already 'Reborn' a lot of my immortals to see which composition will be best for my team. Then good thing this Strategy Center came today and now I have a guide to which immortals to use for my team to achieve my goal. This Strategy Center is a big help because most of the immortals that I have is in the recommendation but I'm not using some of them in my troops, might try to use the recommended immortal line up to see if it works for me.
Since this is new and you guys will keep on updating this, I hope to see more guides like:

Stats of every immortals in different level, different +, different diamond count and with different equipment.
Comparing different immortals of the same role type. For example, you only have two Attack Immortal, Alexander the Great +5 level 25 and a freshly summoned Spartacus. You want to know if Spartacus will have a better stats if he's on the same level and + as Alexander because you saw that Spartacus has a good Energy Skill, so in that case you'll be tempted to Reborn Alexander. If that simulation will be in Strategy Center, you may save some Gems and time waiting for the Reborn timer in case you realized that Alexander is better for your team and you should've not used Reborn to see Spartacus stats.
I also want to see more info about Bosses around the map like how many HP does a level 1 Metallic Fortress has, how about a level 2 and what is the recommended Power to take them down like what is shown in Well of Time. Also information about the differences about Chests that will drop from Boss, how level 1 Gray chest is different from level 1 Blue chest and so on.",2020-09-29 15:50:44
Build immortal with the same element and upgrade all of the equipment,2020-09-30 01:49:31
There's a good healing combo with Arminius and Moctezuna that I would suggest.,2020-09-30 15:34:52
"I'm very positive towards the creation of the STRATEGY CENTER. This is really convenient to those players who prefer to figure things out themselves, and I can say this because I'm one of them. You don't wanna bother asking your leaders or the other members about the basics of the game everytime, and this is where I find the STRATEGY CENTER most helpful. Even if you are already a veteran of the game, there are times that you need to revisit the basics. 

Also, the STRATEGY CENTER will help lessen the work load of the leader and the officers of an alliance. At times, we message our leader/officer to seek advice about our lineup. Now that the strategy center is here, it's gonna be a huge help for the leaders to manage their alliance efficiently, simply by directing the members there. But of course, you can still ask the other members or the officers.

Currently, what we have in the STRATEGY CENTER are the basics about Immortals, Dragons, Equipments, Units, Elemental Aura, and Skills. Now that Infinity Kingdom is growing and improving, there are lots of features and improvements that will surely be added in the future, in addition to the most recent ones, and for sure we cannot memorize all of them. This is why it's a must to visit the STRATEGY CENTER when there's uncertainty in your heart about any game-related issue that you might have.",2020-10-01 00:41:18
"It's a good idea. You should also add an FAQ area because lot of people don't know how they can get better equipment and so on. 

Also the performance for smartphone users should be optimized, a lot of graphical problems are here. 

After all it's a nice idea and is really helpful to understand the games mechanics",2020-09-29 15:35:59
ID xxxxxxxxxx I dreamed of it! You did it! This will help a lot novices like me !! Many thanks and keep it up !! WE love,2020-09-29 19:46:33
Hopefully some of the things we suggested on the surveys will be discussed in this. There are alot of things missing or that would be nice to have added into the game itself but off the of my head i cant recall em. So a place where we could log onto and send our suggestiona as we play like this is a great idea. I will be checking it alot in the next few days and add comments as i play.,2020-09-29 15:59:36
Raid quest,2020-09-30 04:13:50
i can t log in with my Facebook acc to the game..why s that?,2020-10-05 01:18:32
"The event is over and Daisy has delivered all the gifts! Here is the list of lucky lords picked to win the super gifts: 
Orosan Marchie
Justin de la Rosa
Carnegie Andrew
Alex Nunu
bro_canx
Congratulations!
Thank you all for participating and supporting us. More events will be available in the future and we will enrich the rewards as we have noticed that our lords are really enthusiastic! Have a nice day and enjoy the game!🥰",2020-10-12 10:59:15
I think the water dragon is very good precisely because of the composition of water not having a healer but I think that precisely for that reason the healing skill should affect everyone.,2020-10-11 10:43:34
"ID : xxxxxxxxxx

I have him at lvk 18 now and im a little underwhelmed with the healing and freezing chance is too low 🙏 otherwise the skills and concept of the dragon is pretty good and a force to be feared",2020-10-11 05:04:35
"Glyndwr is an amazing dragon. It is also very useful in all sort of situation, Arena, Gnome hunting even in boss raid, name it. It can freeze enemies which boost water element type immortal, specially Merlin since it can double its ultimate's damage at the same time it can heal your wounded allies in front. More importantly its 3rd skill, making your water element immortal much more powerful. Can you imagine +1.7% damage increase per skill that can stack up, up to 5 times. How cool was that!.",2020-10-10 11:41:59
I'd : xxxxxxxxxx. 7/10. All dragons should have a special bonus for 4 immo from the same lvl. 😁,2020-10-10 11:16:14
CONTROL CHANCES IS VERY LOW.,2020-10-10 11:11:08
WATER DRAGON IS REALLY GOOD AT SUPPORTING THE UNITS WITH THE UNEXPECTED HEAL WHEN THE IMMORTALS ARE LOW PLUS IT GIVES GOOD PHYSICAL DAMAGE AND I HOPE YOU INCREASE THE MAGICAL DAMAGE AT LEAST MAKE IT EQUAL WITH PHYSICAL SINCE THE IMMORTALS WITH WATER ELEMENTAL DEAL MORE MAGIC DAMAGE. THEN AGAIN I HOPE YOU INCREASE THE FREEZE PERCENTAGE OF THE WATER DRAG AND LOWER THE WATER CRYSTAL TO DOMESTICATE THE SKILLS SINCE THE CHANCES OF GETTING BIG CHEST AT KILLING A STINGER IS SO LITTLE SO AT LEAST BE CONSIDERATE OF THE NEWBIES BUT OVERALL WATER DRAG IS A GOOD SUPPORTIVE DRAG.,2020-10-10 12:30:28
edragon clash of clans,2020-10-10 12:02:07
"Glyndwr is a very good dragon indeed i mean u get a nice heal but I think it should heal a smaller amount but the entire team, and it has a bug to on lvl 2-3 on both skills(that I alrdy reported so ir can be fixed) i hope that bug gets fixed because it s sad when u spend alot of crystals and u don't get nothing in return.
Sugestions
Lower health percentage(but heal the entire team)
Grow the freze percent on second skill a little bit or just grow it more and change it to freeze just 2 immortals, and I would give a bigger bonus for the ones with a full element team, hope my feedbacks helps a little bit, thx and a nice game so far hope it will improve in many aspectos!",2020-10-11 05:30:18
"I feel that it would be better if his healing skill would affect all heroes and I believe that's kinda pointless that frost breath upgrade from lv.1 to lv.2 has no changes. Overall it's great a dragon to start with, since you'll have helen and possibly get merlin.",2020-10-10 19:10:40
"To be fair, wind dragon is better than water dragon because wind dragon lifesteals and heals and deals damage which water dragon does not. If I were you, wind dragon is the way to go but eh. xd 
Increase the percentage at which the freeze hits and idk make the back lines heal as well for the first skill then it would match the wind dragon.",2020-10-10 11:49:46
Glyndwr my first dragon he would have a great skills but somehow skill lvl2 and skill lvl3 as the same amount. Also at freezing too. Is it a bug? And freezing amount chance too low. I think its better if effect on two enemies but higher chance like more than 50% on lvl1 otherwise this skill is useless.,2020-10-10 16:21:52
It's a good amount of heal and perfect for a water team since they lack a good healer and so Glyndwr fulfill this job in a water team. One of the best dragons even. If it's the first one to obtain,2020-10-10 15:44:16
The mist hides Glyndwr the healing dragon. He's calm and dangerous which viciously freezes your opponents in times of trial and will provide you undisruptive healing for your frontline in times of battle. The mighty Glyndwr will never let you down as the frost hungers for the enemies.,2020-10-10 15:55:25
"Glyndwr is an amazing dragon. It is also very useful in all sort of situation, Arena, Gnome hunting even in boss raid, name it. It can freeze enemies which boost water element type immortal, specially Merlin since it can double its ultimate's damage at the same time it can heal your wounded allies in front. More importantly its 3rd skill, making your water element immortal much more powerful. Can you imagine +1.7% damage increase per skill that can stack up, up to 5 times. How cool was that!.",2020-10-11 16:04:40
